show,date,name,gender
Meet the Press,6/21/09,Nina Easton,f
Meet the Press,6/21/09,Chuck Todd,m
Meet the Press,6/21/09,Fred Thompson,m
Meet the Press,6/21/09,Benjamin Netanyahu,m
State of the Union,6/21/09,Charles E. Grassley,m
State of the Union,6/21/09,Dianne Feinstein,f
State of the Union,6/21/09,Bob Casey,m
State of the Union,6/21/09,Richard G. Lugar,m
State of the Union,6/21/09,Bill Keller,m
This Week,6/21/09,Sam Donaldson,m
This Week,6/21/09,Robert Reich,m
This Week,6/21/09,Lindsey Graham,m
This Week,6/21/09,Christopher J. Dodd,m
This Week,6/21/09,Cokie Roberts,f
This Week,6/21/09,George Will,m
This Week,6/21/09,Bill Keller,m
Face the Nation,6/28/09,Haley Barbour,m
Face the Nation,6/28/09,Susan Rice,f
Fox News Sunday,6/28/09,Juan Williams,m
Fox News Sunday,6/28/09,Mitch McConnell,m
Fox News Sunday,6/28/09,Bill Kristol,m
Fox News Sunday,6/28/09,Brit Hume,m
Fox News Sunday,6/28/09,Mara Liasson,f
Fox News Sunday,6/28/09,Ray Odierno,m
Fox News Sunday,6/28/09,Kathleen Sebelius,f
Meet the Press,6/28/09,Mitt Romney,m
Meet the Press,6/28/09,Lindsey Graham,m
Meet the Press,6/28/09,David Axelrod,m
Meet the Press,6/28/09,E.J. Dionne,m
Meet the Press,6/28/09,Dee Dee Myers,f
Meet the Press,6/28/09,Mike Murphy,m
Meet the Press,6/28/09,David Brooks,m
State of the Union,6/28/09,Ray Odierno,m
State of the Union,6/28/09,Tim Pawlenty,m
State of the Union,6/28/09,T. Boone Pickens,m
This Week,6/28/09,Michael Eric Dyson,m
This Week,6/28/09,Peggy Noonan,f
This Week,6/28/09,Charles E. Grassley,m
This Week,6/28/09,David Axelrod,m
This Week,6/28/09,Paul Krugman,m
This Week,6/28/09,Kathleen Parker,f
Face the Nation,7/5/09,Charles E. Grassley,m
Face the Nation,7/5/09,Charles E. Schumer,m
Face the Nation,7/5/09,Mike Mullen,m
Fox News Sunday,7/5/09,Juan Williams,m
Fox News Sunday,7/5/09,Bill Kristol,m
Fox News Sunday,7/5/09,Jennifer Loven,f
Fox News Sunday,7/5/09,Steny H. Hoyer,m
Fox News Sunday,7/5/09,Stephen Hayes,m
Fox News Sunday,7/5/09,John A. Boehner,m
Fox News Sunday,7/5/09,Mike Mullen,m
State of the Union,7/5/09,Queen Noor of Jordan,f
State of the Union,7/5/09,Mike Mullen,m
State of the Union,7/5/09,Colin L. Powell,m
This Week,7/5/09,Joseph R. Biden Jr.,m
This Week,7/5/09,Todd Purdum,m
This Week,7/5/09,Matthew Dowd,m
This Week,7/5/09,Tony Blankley,m
This Week,7/5/09,George Will,m
This Week,7/5/09,Cynthia Tucker,f
Face the Nation,7/12/09,Kevin Mirada,m
Face the Nation,7/12/09,Kathleen Parker,f
Face the Nation,7/12/09,Patrick J. Leahy,m
Face the Nation,7/12/09,Jeff Sessions,m
Fox News Sunday,7/12/09,Juan Williams,m
Fox News Sunday,7/12/09,Bill Kristol,m
Fox News Sunday,7/12/09,Eric Cantor ,m
Fox News Sunday,7/12/09,Mara Liasson,f
Fox News Sunday,7/12/09,Dianne Feinstein,f
Fox News Sunday,7/12/09,John Cornyn,m
Fox News Sunday,7/12/09,Laura Ingraham,f
Meet the Press,7/12/09,Andrea Mitchell,f
Meet the Press,7/12/09,John McCain,m
Meet the Press,7/12/09,Charles E. Schumer,m
Meet the Press,7/12/09,Karen Hughes,f
Meet the Press,7/12/09,Roger Simon,m
Meet the Press,7/12/09,Bob Shrum,m
State of the Union,7/12/09,Patrick Murphy,m
State of the Union,7/12/09,Kent Conrad,m
State of the Union,7/12/09,Debbie Stabenow,f
State of the Union,7/12/09,Lamar Alexander,m
State of the Union,7/12/09,Judd Gregg,m
State of the Union,7/12/09,Kathleen Sebelius,f
This Week,7/12/09,Sam Donaldson,m
This Week,7/12/09,Richard J. Durbin,m
This Week,7/12/09,Bob Woodward,m
This Week,7/12/09,Donna Brazile,f
This Week,7/12/09,Jon Kyl,m
This Week,7/12/09,Cokie Roberts,f
This Week,7/12/09,George Will,m
Face the Nation,7/19/09,Charles B. Rangel,m
Face the Nation,7/19/09,Douglas Brinkley,m
Face the Nation,7/19/09,Orrin G. Hatch,m
Face the Nation,7/19/09,John Glenn,m
Fox News Sunday,7/19/09,Peter Orszag,m
Fox News Sunday,7/19/09,Stephen Hayes,m
Fox News Sunday,7/19/09,Mara Liasson,f
Fox News Sunday,7/19/09,Paul Gigot,m
Fox News Sunday,7/19/09,Buzz Aldrin,m
Fox News Sunday,7/19/09,Judd Gregg,m
Fox News Sunday,7/19/09,Ceci Connolly,f
Meet the Press,7/19/09,Richard Wolffe,m
Meet the Press,7/19/09,Mitch McConnell,m
Meet the Press,7/19/09,John Harwood,m
Meet the Press,7/19/09,Michele Norris,f
Meet the Press,7/19/09,Paul Gigot,m
Meet the Press,7/19/09,Kathleen Sebelius,f
State of the Union,7/19/09,Jesse Jackson,m
State of the Union,7/19/09,Peter Orszag,m
State of the Union,7/19/09,Patrick J. Leahy,m
State of the Union,7/19/09,Jeff Sessions,m
Face the Nation,7/26/09,Michael Eric Dyson,m
Face the Nation,7/26/09,Jim Cooper ,m
Face the Nation,7/26/09,David Axelrod,m
Face the Nation,7/26/09,Kathleen Parker,f
Fox News Sunday,7/26/09,Juan Williams,m
Fox News Sunday,7/26/09,Robert Gibbs,m
Fox News Sunday,7/26/09,Bill Kristol,m
Fox News Sunday,7/26/09,Brit Hume,m
Fox News Sunday,7/26/09,Mara Liasson,f
Fox News Sunday,7/26/09,Jon Kyl,m
Meet the Press,7/26/09,Hillary Rodham Clinton,f
State of the Union,7/26/09,Mitch McConnell,m
State of the Union,7/26/09,Nancy Pelosi,f
State of the Union,7/26/09,David Axelrod,m
State of the Union,7/26/09,Denise Simmons,f
This Week,7/26/09,Kent Conrad,m
This Week,7/26/09,Jim DeMint,m
This Week,7/26/09,Donna Brazile,f
This Week,7/26/09,Arianna Huffington,f
This Week,7/26/09,George Will,m
This Week,7/26/09,Paul Krugman,m
This Week,7/26/09,David Brooks,m
Face the Nation,8/2/09,Bob Woodward,m
Face the Nation,8/2/09,Larry Summers,m
Face the Nation,8/2/09,David Brooks,m
Face the Nation,8/2/09,Kathleen Parker,f
Fox News Sunday,8/2/09,Juan Williams,m
Fox News Sunday,8/2/09,Jim DeMint,m
Fox News Sunday,8/2/09,Charles B. Rangel,m
Fox News Sunday,8/2/09,Bill Kristol,m
Fox News Sunday,8/2/09,Stephen Hayes,m
Fox News Sunday,8/2/09,Mara Liasson,f
Fox News Sunday,8/2/09,Mike Pence,m
Meet the Press,8/2/09,Dan Balz,m
Meet the Press,8/2/09,Haynes Johnson,m
Meet the Press,8/2/09,J.C. Watts,m
Meet the Press,8/2/09,Larry Summers,m
Meet the Press,8/2/09,Harold E. Ford Jr.,m
State of the Union,8/2/09,John McCain,m
State of the Union,8/2/09,Christina Romer,f
State of the Union,8/2/09,Joseph Stiglitz,m
This Week,8/2/09,Gerry Seib,m
This Week,8/2/09,Al Hunt,m
This Week,8/2/09,Timothy Geithner,m
This Week,8/2/09,Alan Greenspan,m
This Week,8/2/09,Michelle Malkin,f
This Week,8/2/09,Cynthia Tucker,f
Face the Nation,8/9/09,Carl Levin,m
Face the Nation,8/9/09,Lindsey Graham,m
Face the Nation,8/9/09,James Jones,m
Fox News Sunday,8/9/09,Mitch McConnell,m
Fox News Sunday,8/9/09,Stephen Hayes,m
Fox News Sunday,8/9/09,Mara Liasson,f
Fox News Sunday,8/9/09,Paul Gigot,m
Fox News Sunday,8/9/09,Ceci Connolly,f
Fox News Sunday,8/9/09,James Jones,m
Meet the Press,8/9/09,Cory A. Booker,m
Meet the Press,8/9/09,Michael Bloomberg,m
Meet the Press,8/9/09,Jon Meacham,m
Meet the Press,8/9/09,David Brooks,m
Meet the Press,8/9/09,James Jones,m
Meet the Press,8/9/09,Erin Burnett,f
State of the Union,8/9/09,Richard J. Durbin,m
State of the Union,8/9/09,Arlen Specter,m
State of the Union,8/9/09,John Cornyn,m
State of the Union,8/9/09,Susan Rice,f
This Week,8/9/09,Sam Donaldson,m
This Week,8/9/09,Peggy Noonan,f
This Week,8/9/09,Howard Dean,m
This Week,8/9/09,Newt Gingrich,m
This Week,8/9/09,Matthew Dowd,m
This Week,8/9/09,Cokie Roberts,f
This Week,8/9/09,Richard Haass,m
Face the Nation,8/16/09,Robert Gibbs,m
Face the Nation,8/16/09,Lee H. Hamilton,m
Face the Nation,8/16/09,Douglas Brinkley,m
Face the Nation,8/16/09,Lara Logan,f
Face the Nation,8/16/09,Chuck Hagel,m
Fox News Sunday,8/16/09,James Rohack,m
Fox News Sunday,8/16/09,Kent Conrad,m
Fox News Sunday,8/16/09,A.B. Stoddard,f
Fox News Sunday,8/16/09,John Rother,m
Fox News Sunday,8/16/09,Bill Sammon,m
Fox News Sunday,8/16/09,Richard C. Shelby,m
Fox News Sunday,8/16/09,Ceci Connolly,f
Fox News Sunday,8/16/09,Charles Krauthammer,m
Meet the Press,8/16/09,Tom Daschle,m
Meet the Press,8/16/09,Charles B. Rangel,m
Meet the Press,8/16/09,Richard K. Armey,m
Meet the Press,8/16/09,Rachel Maddow,f
Meet the Press,8/16/09,Bruce Josten,m
Meet the Press,8/16/09,Bill Ritter,m
Meet the Press,8/16/09,Tom Coburn,m
State of the Union,8/16/09,Mike Ross,m
State of the Union,8/16/09,Eddie Bernice Johnson ,f
State of the Union,8/16/09,Tom Price,m
State of the Union,8/16/09,John Barrasso,m
State of the Union,8/16/09,Kathleen Sebelius,f
This Week,8/16/09,Donna Brazile,f
This Week,8/16/09,Anne Kornblut,f
This Week,8/16/09,Arlen Specter,m
This Week,8/16/09,Ron Brownstein,m
This Week,8/16/09,Orrin G. Hatch,m
This Week,8/16/09,Ed Gillespie,m
This Week,8/16/09,Kathleen Sebelius,f
Face the Nation,8/23/09,Kent Conrad,m
Face the Nation,8/23/09,Charles E. Grassley,m
Face the Nation,8/23/09,Howard Dean,m
Fox News Sunday,8/23/09,Juan Williams,m
Fox News Sunday,8/23/09,Paul D. Ryan ,m
Fox News Sunday,8/23/09,Tammy Duckworth,f
Fox News Sunday,8/23/09,Arlen Specter,m
Fox News Sunday,8/23/09,Nicolle Wallace,f
Fox News Sunday,8/23/09,Bill Kristol,m
Fox News Sunday,8/23/09,Jim Towey,m
Fox News Sunday,8/23/09,Tad Devine,m
Meet the Press,8/23/09,Tavis Smiley,m
Meet the Press,8/23/09,Charles E. Schumer,m
Meet the Press,8/23/09,Joe Scarborough,m
Meet the Press,8/23/09,Karl Eikenberry,m
Meet the Press,8/23/09,Mike Mullen,m
Meet the Press,8/23/09,Orrin G. Hatch,m
State of the Union,8/23/09,Emanuel Cleaver II,m
State of the Union,8/23/09,Benjamin L. Cardin,m
State of the Union,8/23/09,Karl Eikenberry,m
State of the Union,8/23/09,Mike Mullen,m
State of the Union,8/23/09,Joseph I. Lieberman,m
State of the Union,8/23/09,Richard G. Lugar,m
This Week,8/23/09,David Frum,m
This Week,8/23/09,John McCain,m
This Week,8/23/09,Robert Reich,m
This Week,8/23/09,George Will,m
This Week,8/23/09,Paul Krugman,m
Face the Nation,8/30/09,Michael Eric Dyson,m
Face the Nation,8/30/09,John McCain,m
Face the Nation,8/30/09,Barney Frank,m
Face the Nation,8/30/09,Dianne Feinstein,f
Face the Nation,8/30/09,Orrin G. Hatch,m
Fox News Sunday,8/30/09,Juan Williams,m
Fox News Sunday,8/30/09,Bill Kristol,m
Fox News Sunday,8/30/09,Mara Liasson,f
Fox News Sunday,8/30/09,Dick Cheney,m
Fox News Sunday,8/30/09,Bill Sammon,m
Meet the Press,8/30/09,Doris Kearns Goodwin,f
Meet the Press,8/30/09,Christopher J. Dodd,m
Meet the Press,8/30/09,Kathleen Kennedy Townsend,f
Meet the Press,8/30/09,Bob Shrum,m
Meet the Press,8/30/09,Maria Shriver,f
Meet the Press,8/30/09,John Kerry,m
State of the Union,8/30/09,Robert F. Kennedy Jr.,m
State of the Union,8/30/09,Mary L. Landrieu,f
State of the Union,8/30/09,Christopher J. Dodd,m
State of the Union,8/30/09,Orrin G. Hatch,m
State of the Union,8/30/09,Maria Cantwell,f
This Week,8/30/09,Sam Donaldson,m
This Week,8/30/09,Elizabeth (Liz) Cheney,f
This Week,8/30/09,Gwen Ifill,f
This Week,8/30/09,E.J. Dionne,m
This Week,8/30/09,George Will,m
This Week,8/30/09,Orrin G. Hatch,m
This Week,8/30/09,John Kerry,m
Face the Nation,9/6/09,Arne Duncan,m
Fox News Sunday,9/6/09,Juan Williams,m
Fox News Sunday,9/6/09,Howard Dean,m
Fox News Sunday,9/6/09,John Podesta,m
Fox News Sunday,9/6/09,Lamar Alexander,m
Fox News Sunday,9/6/09,Bill Kristol,m
Fox News Sunday,9/6/09,Brit Hume,m
Fox News Sunday,9/6/09,Mara Liasson,f
Fox News Sunday,9/6/09,Newt Gingrich,m
Meet the Press,9/6/09,Rudolph W. Giuliani,m
Meet the Press,9/6/09,Thomas Friedman,m
Meet the Press,9/6/09,Tom Brokaw,m
Meet the Press,9/6/09,David Axelrod,m
Meet the Press,9/6/09,Harold E. Ford Jr.,m
State of the Union,9/6/09,Amy Klobuchar,f
State of the Union,9/6/09,Ben Nelson,m
State of the Union,9/6/09,Tim Pawlenty,m
State of the Union,9/6/09,Keith Ellison,m
This Week,9/6/09,Katrina vanden Heuvel,f
This Week,9/6/09,Tom Daschle,m
This Week,9/6/09,Maxine Waters,f
This Week,9/6/09,Robert Gibbs,m
This Week,9/6/09,David Sanger,m
This Week,9/6/09,Matthew Dowd,m
This Week,9/6/09,Mike Pence,m
This Week,9/6/09,George Will,m
This Week,9/6/09,Bob Dole,m
Face the Nation,9/13/09,David Axelrod,m
Face the Nation,9/13/09,Roger Simon,m
Face the Nation,9/13/09,Olympia J. Snowe,f
Face the Nation,9/13/09,Kathleen Parker,f
Fox News Sunday,9/13/09,Juan Williams,m
Fox News Sunday,9/13/09,Kent Conrad,m
Fox News Sunday,9/13/09,Bill Kristol,m
Fox News Sunday,9/13/09,Brit Hume,m
Fox News Sunday,9/13/09,Lindsey Graham,m
Fox News Sunday,9/13/09,Joe Wilson ,m
Fox News Sunday,9/13/09,Mara Liasson,f
Fox News Sunday,9/13/09,Orrin G. Hatch,m
Fox News Sunday,9/13/09,Claire McCaskill,f
Meet the Press,9/13/09,Richard J. Durbin,m
Meet the Press,9/13/09,Howard Dean,m
Meet the Press,9/13/09,Chuck Todd,m
Meet the Press,9/13/09,Newt Gingrich,m
Meet the Press,9/13/09,Joshua Cooper Ramo,m
Meet the Press,9/13/09,John Cornyn,m
Meet the Press,9/13/09,Erin Burnett,f
State of the Union,9/13/09,Robert Gibbs,m
State of the Union,9/13/09,Eric Cantor ,m
State of the Union,9/13/09,Dianne Feinstein,f
State of the Union,9/13/09,Susan Collins,f
State of the Union,9/13/09,Jeanne Shaheen,f
This Week,9/13/09,Sam Donaldson,m
This Week,9/13/09,Mary L. Landrieu,f
This Week,9/13/09,Cokie Roberts,f
This Week,9/13/09,George Will,m
This Week,9/13/09,John D. Rockefeller IV,m
This Week,9/13/09,Tim Pawlenty,m
This Week,9/13/09,David Brooks,m
This Week,9/13/09,Kathleen Sebelius,f
Face the Nation,9/20/09,Barack Obama,m
Face the Nation,9/20/09,Michael Steele,m
Fox News Sunday,9/20/09,Juan Williams,m
Fox News Sunday,9/20/09,Darrell Issa,m
Fox News Sunday,9/20/09,Fred Smith,m
Fox News Sunday,9/20/09,Brit Hume,m
Fox News Sunday,9/20/09,Mara Liasson,f
Fox News Sunday,9/20/09,Steve Odland,m
Fox News Sunday,9/20/09,Paul Gigot,m
Fox News Sunday,9/20/09,Bertha Lewis,f
Fox News Sunday,9/20/09,John Chambers,m
Meet the Press,9/20/09,Eugene Robinson,m
Meet the Press,9/20/09,Barack Obama,m
Meet the Press,9/20/09,Lindsey Graham,m
Meet the Press,9/20/09,John A. Boehner,m
Meet the Press,9/20/09,Roger Simon,m
State of the Union,9/20/09,Carl Levin,m
State of the Union,9/20/09,Mitch McConnell,m
State of the Union,9/20/09,Barack Obama,m
This Week,9/20/09,Peggy Noonan,f
This Week,9/20/09,Donna Brazile,f
This Week,9/20/09,Barack Obama,m
This Week,9/20/09,Robert Reich,m
This Week,9/20/09,George Will,m
This Week,9/20/09,Ed Gillespie,m
Face the Nation,9/27/09,Hillary Rodham Clinton,f
Face the Nation,9/27/09,Lindsey Graham,m
Fox News Sunday,9/27/09,Juan Williams,m
Fox News Sunday,9/27/09,Dana Perino,f
Fox News Sunday,9/27/09,Mara Liasson,f
Fox News Sunday,9/27/09,Robert F. McDonnell,m
Fox News Sunday,9/27/09,Christopher S. Bond,m
Fox News Sunday,9/27/09,Charles Krauthammer,m
Meet the Press,9/27/09,David Paterson,m
Meet the Press,9/27/09,Jim Webb,m
Meet the Press,9/27/09,Bill Clinton,m
Meet the Press,9/27/09,Jon Kyl,m
State of the Union,9/27/09,Evan Bayh,m
State of the Union,9/27/09,Robert M. Gates,m
State of the Union,9/27/09,Bob Corker,m
State of the Union,9/27/09,Merrilee Carlson,f
This Week,9/27/09,Bob Woodward,m
This Week,9/27/09,John McCain,m
This Week,9/27/09,Thomas Friedman,m
This Week,9/27/09,Martha Raddatz,f
This Week,9/27/09,Robert M. Gates,m
This Week,9/27/09,George Will,m
Face the Nation,10/4/09,Carl Levin,m
Face the Nation,10/4/09,Anthony Zinni,m
Face the Nation,10/4/09,Ike Skelton,m
Face the Nation,10/4/09,James Jones,m
Fox News Sunday,10/4/09,Juan Williams,m
Fox News Sunday,10/4/09,Saxby Chambliss,m
Fox News Sunday,10/4/09,Bill Kristol,m
Fox News Sunday,10/4/09,Evan Bayh,m
Fox News Sunday,10/4/09,Dianne Feinstein,f
Fox News Sunday,10/4/09,Lindsey Graham,m
Fox News Sunday,10/4/09,Mara Liasson,f
Fox News Sunday,10/4/09,Bob Casey,m
Meet the Press,10/4/09,Rachel Maddow,f
Meet the Press,10/4/09,E.J. Dionne,m
Meet the Press,10/4/09,Mike Murphy,m
Meet the Press,10/4/09,Susan Rice,f
Meet the Press,10/4/09,David Brooks,m
State of the Union,10/4/09,Jennifer Granholm,f
State of the Union,10/4/09,Barbara Boxer,f
State of the Union,10/4/09,James Jones,m
Face the Nation,10/11/09,Mitch McConnell,m
Face the Nation,10/11/09,David Ignatius,m
Face the Nation,10/11/09,Michael O'Hanlon,m
Face the Nation,10/11/09,Jack Reed,m
Fox News Sunday,10/11/09,Jennifer Granholm,f
Fox News Sunday,10/11/09,Mitch Daniels,m
Fox News Sunday,10/11/09,Juan Williams,m
Fox News Sunday,10/11/09,Mark Zandi,m
Fox News Sunday,10/11/09,Elizabeth (Liz) Cheney,f
Fox News Sunday,10/11/09,Bill Kristol,m
Fox News Sunday,10/11/09,Nina Easton,f
Fox News Sunday,10/11/09,Steve Wynn,m
Meet the Press,10/11/09,Richard Myers,m
Meet the Press,10/11/09,Carl Levin,m
Meet the Press,10/11/09,Bob Woodward,m
Meet the Press,10/11/09,Katty Kay,f
Meet the Press,10/11/09,Lindsey Graham,m
Meet the Press,10/11/09,Barry McCaffrey,m
Meet the Press,10/11/09,Ron Brownstein,m
Meet the Press,10/11/09,Paul Gigot,m
State of the Union,10/11/09,John McCain,m
State of the Union,10/11/09,Debbie Stabenow,f
State of the Union,10/11/09,Anne Schuchat,f
State of the Union,10/11/09,Bob Casey,m
This Week,10/11/09,Saxby Chambliss,m
This Week,10/11/09,Donna Brazile,f
This Week,10/11/09,Jim McGovern,m
This Week,10/11/09,Nicolle Wallace,f
This Week,10/11/09,Arianna Huffington,f
This Week,10/11/09,Dianne Feinstein,f
This Week,10/11/09,Jack Keane,m
This Week,10/11/09,George Will,m
Face the Nation,10/18/09,Rahm Emanuel ,m
Face the Nation,10/18/09,John Cornyn,m
Face the Nation,10/18/09,John Kerry,m
Fox News Sunday,10/18/09,Juan Williams,m
Fox News Sunday,10/18/09,Kent Conrad,m
Fox News Sunday,10/18/09,Arlen Specter,m
Fox News Sunday,10/18/09,Bill Kristol,m
Fox News Sunday,10/18/09,John Thune,m
Fox News Sunday,10/18/09,Brit Hume,m
Fox News Sunday,10/18/09,Mara Liasson,f
Fox News Sunday,10/18/09,Terry McAuliffe,m
Fox News Sunday,10/18/09,Karl Rove,m
Meet the Press,10/18/09,John Podesta,m
Meet the Press,10/18/09,Christopher J. Dodd,m
Meet the Press,10/18/09,Jon Kyl,m
Meet the Press,10/18/09,Valerie Jarrett,f
Meet the Press,10/18/09,Maria Shriver,f
State of the Union,10/18/09,Rahm Emanuel ,m
State of the Union,10/18/09,Judd Gregg,m
State of the Union,10/18/09,John Kerry,m
This Week,10/18/09,Peggy Noonan,f
This Week,10/18/09,David Axelrod,m
This Week,10/18/09,E.J. Dionne,m
This Week,10/18/09,George Will,m
This Week,10/18/09,Jake Tapper,m
This Week,10/18/09,Paul Krugman,m
Face the Nation,10/25/09,Russ Feingold,m
Face the Nation,10/25/09,John McCain,m
Fox News Sunday,10/25/09,Carl Levin,m
Fox News Sunday,10/25/09,Juan Williams,m
Fox News Sunday,10/25/09,Dana Perino,f
Fox News Sunday,10/25/09,Bill Kristol,m
Fox News Sunday,10/25/09,Abdullah Abdullah,m
Fox News Sunday,10/25/09,Mara Liasson,f
Fox News Sunday,10/25/09,Jon Kyl,m
Fox News Sunday,10/25/09,Bruce Josten,m
Fox News Sunday,10/25/09,Mike Tuffin,m
Meet the Press,10/25/09,Tavis Smiley,m
Meet the Press,10/25/09,Andrew Ross Sorkin,m
Meet the Press,10/25/09,Jane Mayer,f
Meet the Press,10/25/09,Dan Senor,m
Meet the Press,10/25/09,Charles E. Schumer,m
Meet the Press,10/25/09,Joe Scarborough,m
Meet the Press,10/25/09,John Cornyn,m
Meet the Press,10/25/09,Erin Burnett,f
State of the Union,10/25/09,Jim Webb,m
State of the Union,10/25/09,Sherrod Brown,m
State of the Union,10/25/09,Abdullah Abdullah,m
State of the Union,10/25/09,Ben Nelson,m
State of the Union,10/25/09,Orrin G. Hatch,m
This Week,10/25/09,Laura Ingraham,f
This Week,10/25/09,Mitch McConnell,m
This Week,10/25/09,John Podesta,m
This Week,10/25/09,Al Hunt,m
This Week,10/25/09,George Will,m
This Week,10/25/09,Claire McCaskill,f
This Week,10/25/09,Cynthia Tucker,f
Face the Nation,11/1/09,David Axelrod,m
Face the Nation,11/1/09,Joseph I. Lieberman,m
Fox News Sunday,11/1/09,Juan Williams,m
Fox News Sunday,11/1/09,Bill Kristol,m
Fox News Sunday,11/1/09,Brit Hume,m
Fox News Sunday,11/1/09,Mara Liasson,f
Fox News Sunday,11/1/09,Rush Limbaugh,m
Meet the Press,11/1/09,Andrea Mitchell,f
Meet the Press,11/1/09,Jon Krakauer,m
Meet the Press,11/1/09,David Plouffe,m
Meet the Press,11/1/09,Timothy Geithner,m
Meet the Press,11/1/09,Jim Miklaszewski,m
State of the Union,11/1/09,John A. Boehner,m
State of the Union,11/1/09,Haley Barbour,m
This Week,11/1/09,Al Sharpton Jr.,m
This Week,11/1/09,Ron Brownstein,m
This Week,11/1/09,Dee Dee Myers,f
This Week,11/1/09,George Will,m
This Week,11/1/09,Valerie Jarrett,f
This Week,11/1/09,Ed Gillespie,m
State of the Union,11/4/09,Jon Kyl,m
Face the Nation,11/8/09,Debbie Wasserman Schultz,f
Face the Nation,11/8/09,Ike Skelton,m
Face the Nation,11/8/09,Jack Reed,m
Face the Nation,11/8/09,Lindsey Graham,m
Face the Nation,11/8/09,Ed Rollins,m
Fox News Sunday,11/8/09,Bill Kristol,m
Fox News Sunday,11/8/09,Brit Hume,m
Fox News Sunday,11/8/09,Mara Liasson,f
Fox News Sunday,11/8/09,Robert F. McDonnell,m
Fox News Sunday,11/8/09,Chris Van Hollen,m
Fox News Sunday,11/8/09,Mike Pence,m
Fox News Sunday,11/8/09,Kirsten Powers,f
Fox News Sunday,11/8/09,Joseph I. Lieberman,m
Meet the Press,11/8/09,Edward G. Rendell,m
Meet the Press,11/8/09,George Casey,m
Meet the Press,11/8/09,Rachel Maddow,f
Meet the Press,11/8/09,Tom Brokaw,m
Meet the Press,11/8/09,E.J. Dionne,m
Meet the Press,11/8/09,Haley Barbour,m
Meet the Press,11/8/09,Ed Gillespie,m
Meet the Press,11/8/09,David Brooks,m
State of the Union,11/8/09,George Casey,m
State of the Union,11/8/09,Robert F. McDonnell,m
State of the Union,11/8/09,Mikhail Gorbachev,m
This Week,11/8/09,Sam Donaldson,m
This Week,11/8/09,Frank Luntz,m
This Week,11/8/09,Donna Brazile,f
This Week,11/8/09,George Casey,m
This Week,11/8/09,Michael Steele,m
This Week,11/8/09,Cokie Roberts,f
This Week,11/8/09,Tim Kaine,m
This Week,11/8/09,George Will,m
Face the Nation,11/15/09,Pete Hoekstra,m
Face the Nation,11/15/09,Dana Priest,f
Face the Nation,11/15/09,Juan Zarate,m
Face the Nation,11/15/09,Patrick J. Leahy,m
Fox News Sunday,11/15/09,Rudolph W. Giuliani,m
Fox News Sunday,11/15/09,Juan Williams,m
Fox News Sunday,11/15/09,Mitch McConnell,m
Fox News Sunday,11/15/09,Elizabeth (Liz) Cheney,f
Fox News Sunday,11/15/09,Bill Kristol,m
Fox News Sunday,11/15/09,Jack Reed,m
Fox News Sunday,11/15/09,Mara Liasson,f
Meet the Press,11/15/09,Al Sharpton Jr.,m
Meet the Press,11/15/09,Hillary Rodham Clinton,f
Meet the Press,11/15/09,Arne Duncan,m
Meet the Press,11/15/09,Newt Gingrich,m
State of the Union,11/15/09,Rudolph W. Giuliani,m
